Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_St,Rndrng_Prvdr_City,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Tot_Submtd_Cvrd_Chrg,Tot_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Dschrgs,Tot_Benes,Tot_Cvrd_Days,Tot_Days,Bene_Avg_Age,Bene_Age_LT_65_Cnt,Bene_Age_65_74_Cnt,Bene_Age_75_84_Cnt,Bene_Age_Gt_84_Cnt,Bene_Feml_Cnt,Bene_Male_Cnt,Bene_Race_Wht_Cnt,Bene_Race_Black_Cnt,Bene_Race_API_Cnt,Bene_Race_Hspnc_Cnt,Bene_Race_Natind_Cnt,Bene_Race_Othr_Cnt,Bene_Dual_Cnt,Bene_Ndual_Cnt,Bene_CC_AF_Pct,Bene_CC_Alzhmr_Pct,Bene_CC_Asthma_Pct,Bene_CC_Cncr_Pct,Bene_CC_CHF_Pct,Bene_CC_CKD_Pct,Bene_CC_COPD_Pct,Bene_CC_Dprssn_Pct,Bene_CC_Dbts_Pct,Bene_CC_Hyplpdma_Pct,Bene_CC_Hyprtnsn_Pct,Bene_CC_IHD_Pct,Bene_CC_Opo_Pct,Bene_CC_RAOA_Pct,Bene_CC_Sz_Pct,Bene_CC_Strok_Pct,Bene_Avg_Risk_Scre
150023,UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,47804,IN,227549252,66870131,60129534,4836,3277,25292,25611,74.55874275,449,1115,1038,675,1717,1560,3143,62,14,17,,,993,2284,0.270674397,0.299969484,0.074763503,0.17058285,0.554165395,0.661885871,0.433323161,0.371986573,0.489777235,0.75,0.75,0.659444614,0.130607263,0.508696979,0.047604516,0.144034178,2.23186281
150024,ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,46202,IN,145746336,45873184,42134848,1831,1298,11292,11363,67.1201849,456,455,252,135,661,637,653,567,,46,,21,919,379,0.144838213,0.322033898,0.111710324,0.127118644,0.499229584,0.677966102,0.403697997,0.459167951,0.508474576,0.603235747,0.75,0.50385208,0.07550077,0.390600925,0.127118644,0.144838213,2.658184589
150026,GOSHEN GENERAL HOSPITAL,200 HIGH PARK AVE,GOSHEN,46526,IN,59584173,15030744,12706320,1052,866,5783,5927,75.7482679,89,311,258,208,468,398,821,,,17,,17,168,698,0.244803695,0.188221709,0.07852194,0.16743649,0.387990762,0.536951501,0.270207852,0.362586605,0.396073903,0.676674365,0.75,0.551963049,0.094688222,0.378752887,0.026558892,0.103926097,1.620457337
150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,47362,IN,34132796,11459774,10148852,894,683,3485,3536,75.18008785,93,241,189,160,404,279,656,,,,,15,184,499,0.232796486,0.226939971,0.124450952,0.128843338,0.338213763,0.512445095,0.304538799,0.373352855,0.411420205,0.727672035,0.75,0.496339678,0.122986823,0.598828697,0.029282577,0.095168375,1.504600809
150034,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,46342,IN,156197462,40797126,32692193,3204,2307,15129,16043,74.04638058,322,856,733,396,1267,1040,1912,216,11,144,,,511,1796,0.280017339,0.256176853,0.127871695,0.187256177,0.482878197,0.63242306,0.380147378,0.367143476,0.47550932,0.74035544,0.75,0.5964456,0.110099697,0.597745991,0.053315995,0.140875596,2.219685005
150035,NORTHWEST  HEALTH- PORTER,85 EAST US HWY 6,VALPARAISO,46383,IN,363893477,45706058,39837952,3581,2548,18150,18735,75.06946625,291,902,844,511,1362,1186,2350,66,,81,,43,565,1983,0.277472528,0.262951334,0.087912088,0.1711146,0.461538462,0.636185243,0.366562009,0.356357928,0.430533752,0.744505495,0.75,0.59144427,0.094191523,0.525902669,0.052982732,0.157378336,1.951650692
150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST,GREENFIELD,46140,IN,29663432,10913219,9285321,814,657,2894,2997,76.37595129,57,224,220,156,393,264,637,,,,,14,125,532,0.223744292,0.277016743,0.103500761,0.165905632,0.365296804,0.616438356,0.382039574,0.441400304,0.421613394,0.727549467,0.75,0.474885845,0.159817352,0.450532725,0.045662101,0.118721461,1.72241743
150042,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,VINCENNES,47591,IN,71891486,20574978,18098868,1832,1379,7583,7672,75.10732415,190,450,455,284,767,612,1355,,,,,,404,975,0.233502538,0.248005801,0.073966643,0.174039159,0.415518492,0.641769398,0.374909355,0.359680928,0.457577955,0.716461204,0.75,0.564902103,0.092820885,0.545322698,0.056562727,0.115300943,2.029655606
150044,BAPTIST HEALTH FLOYD,1850 STATE ST,NEW ALBANY,47150,IN,321170199,54500685,46243533,4492,3169,19894,20750,74.89018618,376,1150,1002,641,1727,1442,3005,76,,14,,64,842,2327,0.29977911,0.284632376,0.089618176,0.190596403,0.486904386,0.679709688,0.442095298,0.441148627,0.478384348,0.75,0.75,0.683811928,0.128431682,0.563900284,0.050489113,0.130009467,2.220148146
150045,PARKVIEW DEKALB HOSPITAL,1316 E SEVENTH ST,AUBURN,46706,IN,9389091,3303951,2786323,315,254,900,938,74.22440945,36,100,54,64,134,120,244,,,,,,73,181,0.192913386,0.354330709,0.07480315,0.165354331,0.417322835,0.578740158,0.421259843,0.366141732,0.464566929,0.673228347,0.75,0.539370079,0.145669291,0.464566929,0.05511811,0.110236221,1.612522828
150046,TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,47802,IN,138419692,19134764,15760542,1426,1112,6261,6552,73.30935252,187,387,348,190,614,498,1063,23,,12,,,366,746,0.241007194,0.307553957,0.081834532,0.163669065,0.538669065,0.675359712,0.472122302,0.39118705,0.53057554,0.75,0.75,0.698741007,0.131294964,0.480215827,0.06205036,0.132194245,2.249933593
150047,LUTHERAN DOWNTOWN HOSPITAL,702 VAN BUREN STREET,FORT WAYNE,46802,IN,9228086,2461303,2162973,211,175,1096,1123,54.08,112,37,14,12,82,93,127,36,,,,,118,57,0.085714286,0.205714286,0.188571429,0.085714286,0.268571429,0.44,0.325714286,0.668571429,0.325714286,0.485714286,0.702857143,0.377142857,0.062857143,0.325714286,0.502857143,0.051428571,1.483888571
150048,REID HEALTH,1100 REID PKWY,RICHMOND,47374,IN,191741107,74807192,67372463,5346,3536,20492,20730,73.98897059,563,1202,1084,687,1962,1574,3362,96,,18,,52,1249,2287,0.228789593,0.264988688,0.118495475,0.140271493,0.489253394,0.675056561,0.363970588,0.438914027,0.44372172,0.75,0.75,0.654977376,0.149038462,0.524321267,0.069852941,0.112556561,2.136768559
150051,IU HEALTH BLOOMINGTON HOSPITAL,2651 EAST DISCOVERY PARKWAY,BLOOMINGTON,47408,IN,272377570,50621498,44819358,3681,2768,18640,18922,74.02998555,417,933,896,522,1361,1407,2656,34,12,11,,,778,1990,0.241690751,0.255057804,0.100794798,0.152095376,0.399927746,0.613078035,0.284682081,0.417630058,0.429913295,0.739523121,0.75,0.559971098,0.13583815,0.503251445,0.07767341,0.132947977,1.955300705
150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,46202,IN,1133428195,232623791,197782747,9596,7389,65771,67060,70.02233049,1641,2913,1941,894,3739,3650,5988,1035,49,125,,,2271,5118,0.21423738,0.247936121,0.104479632,0.169170388,0.389362566,0.65773447,0.289213696,0.410475031,0.448369198,0.701312762,0.75,0.511029909,0.119095953,0.454188659,0.051833807,0.145486534,2.440121113
150057,FRANCISCAN HEALTH MOORESVILLE,1201 HADLEY RD,MOORESVILLE,46158,IN,43454455,12140183,9919399,781,663,2393,2492,75.12368024,66,251,225,121,396,267,641,,,,,,132,531,0.208144796,0.297134238,0.15535445,0.164404223,0.384615385,0.592760181,0.38612368,0.509803922,0.472096531,0.75,0.75,0.490196078,0.20361991,0.671191554,0.040723982,0.066365008,1.641321814
150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,46601,IN,257083643,58769034,51021241,3986,3007,21967,22371,74.04123711,439,1045,881,642,1571,1436,2587,277,13,67,,,709,2298,0.252078484,0.256734287,0.091785833,0.156301962,0.395410708,0.585300964,0.292317925,0.395743266,0.384768873,0.681742601,0.75,0.509810442,0.124043898,0.451612903,0.068839375,0.153308946,1.894366638
150059,RIVERVIEW HEALTH,395 WESTFIELD RD,NOBLESVILLE,46060,IN,46168897,12672696,11233410,1032,817,4809,4893,76.7001224,66,272,281,198,457,360,771,18,,,,17,154,663,0.279069767,0.307221542,0.161566708,0.164014688,0.428396573,0.641370869,0.375764994,0.419828641,0.435740514,0.75,0.75,0.600979192,0.146878825,0.52876377,0.05630355,0.126070991,1.942530072
150061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST,WASHINGTON,47501,IN,11761775,4750932,4288928,428,338,1503,1513,76.08579882,37,116,108,77,196,142,335,,,,,,119,219,0.284023669,0.355029586,0.085798817,0.136094675,0.440828402,0.656804734,0.443786982,0.449704142,0.437869823,0.75,0.75,0.488165681,0.162721894,0.603550296,0.124260355,0.136094675,1.884624385
150065,SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,47274,IN,21743016,8396668,7195353,478,407,2424,2535,73.51597052,70,142,111,84,214,193,395,,,,,,130,277,0.191646192,0.26044226,0.098280098,0.15970516,0.464373464,0.653562654,0.422604423,0.457002457,0.476658477,0.707616708,0.75,0.518427518,0.142506143,0.562653563,0.044226044,0.137592138,1.94520725
150069,KING'S DAUGHTERS' HEALTH,1373 EAST SR 62,MADISON,47250,IN,32237783,11013696,9711057,1010,748,3984,4037,75.32085562,97,234,258,159,377,371,729,11,,,,,211,537,0.217914439,0.28342246,0.065508021,0.139037433,0.49197861,0.618983957,0.497326203,0.374331551,0.449197861,0.663101604,0.75,0.552139037,0.098930481,0.516042781,0.06684492,0.092245989,2.008053484
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,46947,IN,14502731,7166509,6606511,452,376,1626,1634,75.8856383,56,112,105,103,209,167,359,,,,,,116,260,0.234042553,0.231382979,0.093085106,0.159574468,0.5,0.609042553,0.420212766,0.414893617,0.457446809,0.75,0.75,0.45212766,0.17287234,0.494680851,0.071808511,0.085106383,1.868418851
150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,46219,IN,240672016,62766517,56222619,3748,2823,17655,17966,69.75168261,730,936,739,418,1422,1401,2077,621,18,41,,,1080,1743,0.248317393,0.252213957,0.144172866,0.132128941,0.482111229,0.626638328,0.349628055,0.443499823,0.44314559,0.735387885,0.75,0.558271343,0.10449876,0.395678356,0.134254339,0.121147715,2.262846637
150075,BLUFFTON REGIONAL MEDICAL CENTER,303 S MAIN ST,BLUFFTON,46714,IN,10140678,2722929,2298156,242,205,843,874,76.51707317,22,64,70,49,112,93,198,,,,,,35,170,0.263414634,0.229268293,0.253658537,0.180487805,0.326829268,0.736585366,0.404878049,0.429268293,0.434146342,0.75,0.75,0.541463415,0.102439024,0.482926829,0.053658537,0.097560976,1.549760534
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,PLYMOUTH,46563,IN,18037726,6544528,5753824,512,416,1897,1969,76.16586539,46,131,129,110,221,195,401,,,,,,99,317,0.257211539,0.264423077,0.098557692,0.158653846,0.548076923,0.665865385,0.358173077,0.365384615,0.514423077,0.75,0.75,0.637019231,0.072115385,0.449519231,0.045673077,0.096153846,1.637480159
150082,DEACONESS HOSPITAL INC,600 MARY ST,EVANSVILLE,47747,IN,534785843,149294985,130670650,11691,8414,55394,56308,73.93320656,1198,3069,2653,1494,4365,4049,7956,289,14,40,,,2279,6135,0.24613739,0.241621108,0.091514143,0.161754219,0.447349655,0.607321131,0.363441883,0.378535774,0.454599477,0.75,0.75,0.540408842,0.122771571,0.544212028,0.050035655,0.126337057,1.887813772
150084,ASCENSION ST VINCENT HOSPITAL,2001 W 86TH ST,INDIANAPOLIS,46260,IN,683817837,156722257,140370913,7168,5791,42080,42779,73.92609221,808,2108,1753,1122,3012,2779,4841,693,52,64,,,1350,4441,0.242617855,0.307200829,0.114315317,0.171127612,0.44068382,0.606976343,0.30530133,0.422034191,0.428250734,0.75,0.75,0.56622345,0.140217579,0.492661026,0.055430841,0.175962701,2.111379941
150086,ST ELIZABETH DEARBORN HOSPITAL,600 WILSON CREEK RD,LAWRENCEBURG,47025,IN,44674658,16474795,13387419,1294,914,5323,5673,75.11159737,114,316,303,181,505,409,887,,,,,17,293,621,0.256017506,0.304157549,0.099562363,0.158643326,0.455142232,0.635667396,0.426695843,0.429978118,0.45404814,0.75,0.75,0.598468271,0.16083151,0.552516411,0.062363239,0.11487965,1.949450592
150088,ASCENSION ST VINCENT ANDERSON,2015 JACKSON ST,ANDERSON,46016,IN,64140747,17062828,15377535,1252,930,6697,6753,73.66236559,172,278,278,202,536,394,856,53,,,,,290,640,0.203225807,0.368817204,0.224731183,0.12688172,0.411827957,0.607526882,0.401075269,0.465591398,0.440860215,0.73655914,0.75,0.565591398,0.098924731,0.538709677,0.111827957,0.153763441,2.072674368
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,47303,IN,369228146,76845078,67561561,5128,3481,27674,28066,73.9178397,592,1110,1059,720,1855,1626,3269,145,,20,,40,1035,2446,0.248779087,0.270324619,0.100833094,0.146796897,0.480896294,0.622522264,0.347888538,0.393277794,0.472278081,0.742315427,0.75,0.562194772,0.124676817,0.462510773,0.089916691,0.122665901,2.059508927
150090,FRANCISCAN HEALTH DYER,24 JOLIET ST,DYER,46311,IN,99282921,25047540,21276848,1787,1368,8522,8760,75.91520468,161,432,449,326,752,616,1023,250,,67,,17,318,1050,0.309210526,0.369883041,0.125730994,0.201023392,0.562865497,0.698099415,0.411549708,0.362573099,0.514619883,0.75,0.75,0.69005848,0.163011696,0.569444444,0.054093567,0.164473684,2.428711821
150091,PARKVIEW HUNTINGTON HOSPITAL,2001 STULTS RD,HUNTINGTON,46750,IN,8529321,3607995,3100825,308,266,915,953,74.61654135,44,79,75,68,150,116,259,,,,,,84,182,0.22556391,0.266917293,0.15037594,0.146616541,0.387218045,0.593984962,0.37593985,0.338345865,0.436090226,0.665413534,0.75,0.533834587,0.180451128,0.57518797,0.060150376,0.112781955,1.649812601
150097,MAJOR HOSPITAL,2451 INTELLIPLEX DR,SHELBYVILLE,46176,IN,31596718,10893487,9304188,885,632,3439,3560,74.67246835,107,191,194,140,342,290,608,,,,,,208,424,0.237341772,0.325949367,0.096518987,0.14556962,0.42721519,0.669303798,0.443037975,0.5,0.492088608,0.75,0.75,0.587025317,0.188291139,0.556962025,0.060126582,0.109177215,2.072671016
150100,ASCENSION ST VINCENT EVANSVILLE,3700 WASHINGTON AVE,EVANSVILLE,47750,IN,281568769,60235237,53815846,3930,3017,17836,18101,73.80013258,377,1198,954,488,1616,1401,2825,124,,15,,48,715,2302,0.266821346,0.243288035,0.111700365,0.162081538,0.459728207,0.578720583,0.334438184,0.382499171,0.434206165,0.75,0.75,0.575406033,0.122638383,0.58634405,0.049718263,0.098773616,1.929585607
150101,PARKVIEW WHITLEY HOSPITAL,1260 E SR 205,COLUMBIA CITY,46725,IN,9238325,4013949,3497182,335,272,1005,1030,74.17279412,34,104,85,49,158,114,260,,,,,,63,209,0.238970588,0.224264706,0.125,0.198529412,0.367647059,0.580882353,0.352941177,0.341911765,0.459558824,0.665441177,0.75,0.551470588,0.113970588,0.544117647,0.036764706,0.113970588,1.663895303
150102,NORTHWEST HEALTH- STARKE,102 E CULVER RD,KNOX,46534,IN,5122078,2119197,1880952,199,166,670,677,75.60843374,24,46,55,41,88,78,162,,,,,,49,117,0.234939759,0.355421687,0.048192771,0.102409639,0.463855422,0.548192771,0.43373494,0.331325301,0.403614458,0.740963855,0.75,0.668674699,0.054216868,0.481927711,0.06626506,0.138554217,1.782916421
150104,WITHAM HEALTH SERVICES,2605 N LEBANON ST,LEBANON,46052,IN,26280112,8309623,7404857,639,486,2844,2891,75.85596708,54,163,161,108,254,232,475,,,,,,113,373,0.226337449,0.290123457,0.133744856,0.181069959,0.432098765,0.615226337,0.368312757,0.419753086,0.417695473,0.75,0.75,0.670781893,0.16872428,0.565843621,0.053497942,0.144032922,1.873743876
150109,FRANCISCAN HEALTH LAFAYETTE,1701 S CREASY LN,LAFAYETTE,47905,IN,224526703,45996987,39370059,3038,2351,13708,14082,75.26797108,261,824,783,483,1259,1092,2219,55,,28,,46,542,1809,0.240748618,0.290940026,0.103785623,0.17652063,0.51169715,0.655040408,0.385367929,0.415993194,0.459378988,0.75,0.75,0.599319439,0.151850277,0.513398554,0.050616759,0.126754573,2.00518304
150112,COLUMBUS REGIONAL HOSPITAL,2400 E 17TH ST,COLUMBUS,47201,IN,110263592,40543500,34411393,2989,2111,11674,12050,73.5802937,375,661,664,411,1156,955,2018,36,,17,,28,630,1481,0.219801042,0.255329228,0.11605874,0.144007579,0.482709616,0.668877309,0.350544766,0.427285647,0.441023212,0.68498342,0.75,0.540502132,0.12174325,0.455708195,0.080056845,0.126480341,1.987581876
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,46011,IN,68361568,19336082,16790129,1480,1111,7214,7360,74.59315932,173,347,350,241,635,476,1002,85,,,,15,316,795,0.204320432,0.366336634,0.146714672,0.191719172,0.421242124,0.655265527,0.395139514,0.424842484,0.430243024,0.75,0.75,0.531053105,0.139513951,0.539153915,0.062106211,0.128712871,2.160583528
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,47546,IN,56761298,19473090,16617886,1777,1422,5614,5754,76.47819972,96,505,517,304,759,663,1390,,,,,20,284,1138,0.250351617,0.240506329,0.080872011,0.177918425,0.41068917,0.545007032,0.289029536,0.318565401,0.396624473,0.75,0.75,0.511251758,0.156821378,0.571729958,0.042897328,0.157524613,1.556264879
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,46321,IN,322653475,84711551,70728843,6071,4223,30312,31759,75.53563817,473,1443,1404,903,2287,1936,3204,574,29,351,,,794,3429,0.279895809,0.324650722,0.124319204,0.213118636,0.49846081,0.639592707,0.367037651,0.329860289,0.469334596,0.75,0.75,0.623727208,0.118399242,0.624437604,0.0312574,0.207435472,2.254706129
150126,FRANCISCAN HEALTH CROWN POINT,1201 S MAIN ST,CROWN POINT,46307,IN,172908964,46897993,39611871,3184,2331,15090,15664,75.86915487,228,808,780,515,1178,1153,2123,75,,80,,44,392,1939,0.291291291,0.335049335,0.095667096,0.187902188,0.474903475,0.625482626,0.407550408,0.388674389,0.443586444,0.75,0.75,0.604890605,0.141999142,0.565851566,0.057915058,0.175032175,2.052178563
150128,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,INDIANAPOLIS,46227,IN,133880795,33914901,28811189,2464,1885,11225,11563,74.25994695,250,687,599,349,1075,810,1774,44,17,21,,,446,1439,0.243501326,0.263660478,0.119363395,0.169230769,0.480636605,0.655702918,0.342175066,0.459416446,0.454111406,0.75,0.75,0.569230769,0.133156499,0.493899204,0.045623342,0.124137931,2.095226495
150133,KOSCIUSKO COMMUNITY HOSPITAL,2101 E DUBOIS DR,WARSAW,46580,IN,63814765,8832618,7278630,793,601,3278,3371,75.96339434,72,205,173,151,331,270,575,,,,,,150,451,0.25124792,0.271214642,0.104825291,0.141430948,0.409317804,0.617304493,0.384359401,0.389351082,0.424292845,0.75,0.75,0.450915141,0.15640599,0.504159734,0.054908486,0.126455907,1.594169022
150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,KENDALLVILLE,46755,IN,12140447,5576625,4946560,436,329,1262,1300,73.51671733,58,116,89,66,186,143,310,,,11,,,109,220,0.194528875,0.328267477,0.106382979,0.121580547,0.468085106,0.683890578,0.428571429,0.349544073,0.49544073,0.689969605,0.75,0.62006079,0.112462006,0.574468085,0.051671733,0.109422492,1.918475041
150149,WOMEN'S HOSPITAL THE,4199 GATEWAY BLVD,NEWBURGH,47630,IN,1188452,593682,555098,33,33,76,78,63.42424242,,15,,,,,32,,,,,,,,0.03030303,0.060606061,0.060606061,0.090909091,0.121212121,0.272727273,0.060606061,0.393939394,0.393939394,0.545454546,0.696969697,0.151515152,0.121212121,0.333333333,0,0,0.976272727
150150,DUPONT HOSPITAL LLC,2520 E DUPONT RD,FORT WAYNE,46825,IN,41415237,6397876,5251654,505,430,2015,2095,72.49302326,71,174,112,73,242,188,372,24,,14,,16,104,326,0.230232558,0.218604651,0.151162791,0.167441861,0.441860465,0.704651163,0.362790698,0.43255814,0.444186047,0.734883721,0.75,0.539534884,0.153488372,0.509302326,0.053488372,0.065116279,2.258376027
150153,ASCENSION ST VINCENT HEART CENTER,10580 N MERIDIAN ST,CARMEL,46290,IN,203826808,41934110,38642321,1650,1518,8136,8235,75.63636364,68,637,586,227,662,856,1414,44,,,,44,138,1380,0.44400527,0.146245059,0.090909091,0.141633729,0.75,0.605401845,0.32740448,0.263504611,0.451910408,0.75,0.75,0.75,0.098814229,0.441370224,0.007905138,0.097496706,1.499652954
150157,ASCENSION ST VINCENT CARMEL,13500 N MERIDIAN ST,CARMEL,46032,IN,72383948,17066173,14750520,1106,947,4972,5165,75.53537487,104,332,282,229,557,390,865,40,,11,,21,194,753,0.21436114,0.334741288,0.145723337,0.151003168,0.399155227,0.594508976,0.278775079,0.485744456,0.426610349,0.75,0.75,0.513199578,0.154171067,0.600844773,0.044350581,0.095036959,1.958676943
150158,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,AVON,46123,IN,160399140,29151454,25312462,2170,1707,12962,13186,74.19566491,230,614,542,321,980,727,1483,135,20,29,,,448,1259,0.265963679,0.337434095,0.105448155,0.164030463,0.530169889,0.684241359,0.306971295,0.53602812,0.495606327,0.75,0.75,0.576449912,0.168131224,0.561218512,0.069712947,0.128881078,2.172542901
150160,ORTHOINDY HOSPITAL,8400 NORTHWEST BLVD,INDIANAPOLIS,46278,IN,29715845,9817464,7575278,539,514,845,911,72.27821012,30,302,155,27,285,229,474,26,,,,12,36,478,0.105058366,0.073929961,0.134241245,0.095330739,0.120622568,0.315175097,0.130350195,0.317120623,0.322957198,0.75,0.75,0.383268483,0.120622568,0.75,0.009727627,0.019455253,0.961778712
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,46032,IN,113278630,20802277,18120794,1722,1402,8395,8570,74.26105564,171,522,431,278,805,597,1219,112,17,14,,,248,1154,0.232524964,0.289586305,0.126248217,0.201141227,0.348787447,0.610556348,0.22681883,0.419400856,0.371611983,0.721112696,0.75,0.441512126,0.174750357,0.522824536,0.042796006,0.128388017,1.960959327
150162,FRANCISCAN HEALTH INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,46237,IN,487413531,106799019,88944248,5842,4410,32068,33393,74.4723356,532,1689,1398,791,2401,2009,4158,85,41,44,,,939,3471,0.275056689,0.24829932,0.122675737,0.180725624,0.468707483,0.653968254,0.394104308,0.470975057,0.452154195,0.75,0.75,0.590022676,0.185941043,0.535827664,0.044217687,0.143310658,2.026026398
150165,FRANCISCAN HEALTH MUNSTER,701 SUPERIOR AVE,MUNSTER,46321,IN,57532104,13481012,11358083,1168,917,5293,5472,74.54307525,125,323,271,198,551,366,611,229,,63,,,236,681,0.254089422,0.318429662,0.143947655,0.219193021,0.505997819,0.690294438,0.435114504,0.363140676,0.515812432,0.75,0.75,0.612868048,0.163576881,0.580152672,0.032715376,0.125408942,2.446566987
150166,PINNACLE HOSPITAL,9301 CONNECTICUT DR,CROWN POINT,46307,IN,55283601,7956772,7610771,266,227,714,715,72.46255507,34,110,59,24,137,90,196,20,,,,,31,196,0.154185022,0.154185022,0.110132159,0.140969163,0.286343612,0.387665198,0.286343612,0.321585903,0.365638767,0.682819383,0.75,0.45814978,0.13215859,0.75,0.022026432,0.061674009,1.264984206
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,11130 PARKVIEW CIRCLE DR,FORT WAYNE,46845,IN,6114362,1059321,923351,43,41,66,69,73.73170732,,25,12,,29,12,38,,,,,,,,0.170731707,0.048780488,0.146341463,0.073170732,0.195121951,0.463414634,0.219512195,0.365853659,0.414634146,0.75,0.75,0.487804878,0.219512195,0.75,0,0.073170732,1.161209534
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD,FORT WAYNE,46804,IN,61853801,6325654,4803042,342,324,784,828,73.61419753,34,155,85,50,197,127,311,,,,,,50,274,0.117283951,0.290123457,0.12962963,0.098765432,0.200617284,0.459876543,0.209876543,0.444444444,0.401234568,0.75,0.75,0.37345679,0.197530864,0.75,0.027777778,0.037037037,1.318569435
150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,46256,IN,207029713,44805358,38604869,3394,2648,17322,17649,74.07741692,370,966,817,495,1520,1128,2100,427,26,25,,,593,2055,0.203549849,0.297205438,0.133685801,0.194486405,0.387462236,0.643504532,0.29305136,0.447507553,0.429380665,0.747734139,0.75,0.481495468,0.154456193,0.489425982,0.047205438,0.133685801,2.17538292
150172,PHYSICIANS' MEDICAL CENTER LLC,4023 REAS LN,NEW ALBANY,47150,IN,5363415,1222423,1053366,94,93,149,153,71.47311828,,50,29,,51,42,90,,,,,,,,0.096774194,0.086021505,0.11827957,0.11827957,0.129032258,0.451612903,0.172043011,0.322580645,0.279569893,0.731182796,0.75,0.397849462,0.129032258,0.720430108,0.021505376,0.021505376,0.95341129
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,5165 MCCARTY LN,LAFAYETTE,47905,IN,214626540,42643841,37761526,3249,2335,16354,16531,74.97987152,291,814,732,498,1193,1142,2202,36,14,43,,,581,1754,0.251820129,0.258244111,0.104068523,0.15503212,0.3875803,0.662098501,0.30235546,0.409421842,0.459957173,0.75,0.75,0.528907923,0.113062099,0.447965739,0.067237687,0.136188437,1.996138887
150177,UNITY PHYSICIANS HOSPITAL,4455 EDISON LAKES PKWY,MISHAWAKA,46545,IN,4851113,1062315,831549,64,61,148,168,71.65573771,,37,16,,35,26,58,,,,,,,,0.180327869,0.081967213,0.131147541,0.180327869,0.262295082,0.475409836,0.295081967,0.393442623,0.426229508,0.75,0.75,0.344262295,0.114754098,0.655737705,0.032786885,0.081967213,1.364262295
150179,COMMUNITY FAIRBANKS RECOVERY CENTER,8102 CLEARVISTA PARKWAY,INDIANAPOLIS,46256,IN,1278042,1306849,1168913,132,107,611,611,57.29906542,63,37,,,40,67,84,17,,,,,57,50,0.037383178,0.102803738,0.158878505,0.046728972,0.130841122,0.242990654,0.336448598,0.75,0.093457944,0.439252336,0.663551402,0.271028037,0.037383178,0.327102804,0.168224299,0.037383178,1.372850667
150181,ASCENSION ST VINCENT FISHERS,13861 OLIO ROAD,FISHERS,46037,IN,12340130,3614983,3160887,234,213,681,694,75.63380282,19,75,77,42,132,81,192,12,,,,,38,175,0.248826291,0.27230047,0.145539906,0.159624413,0.366197183,0.624413146,0.286384977,0.427230047,0.422535211,0.75,0.75,0.511737089,0.150234742,0.544600939,0.023474178,0.079812207,1.593165365
150183,MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD,BLOOMINGTON,47403,IN,18215789,5031859,4222782,418,334,1613,1678,76.33233533,29,115,116,74,185,149,321,,,,,,73,261,0.191616767,0.251497006,0.161676647,0.110778443,0.380239521,0.634730539,0.335329341,0.338323353,0.413173653,0.640718563,0.75,0.479041916,0.131736527,0.55988024,0.04491018,0.101796407,1.494854768
